id,observed_on,user_id,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,scientific_name,taxon_id
44551295,2020-04-20,375489,34.3273566667,-111.8363366667,,Yavapai,Arizona,United States,Narnia femorata,326212
44551296,2020-04-20,375489,34.3229716667,-111.833805,,Yavapai,Arizona,United States,Eleodes,53817
44551875,2020-04-23,2730103,32.6313348335,-111.4190824559,,Pinal,Arizona,United States,Lytta,59518
44552671,2020-05-01,1640989,31.8795712104,-109.1878336313,,Cochise,Arizona,United States,Adelpha eulalia,67559
44553031,2020-05-01,2081939,32.2226066737,-110.9747108817,,Pima,Arizona,United States,Chrysopini,209849
44553057,2020-04-30,168545,33.755899255,-111.8027716567,,Maricopa,Arizona,United States,Acrididae,47649
44553090,2020-04-30,168545,33.755436195,-111.8123668533,,Maricopa,Arizona,United States,Lepidoptera,47157
44554351,2020-05-01,2081939,32.2226066737,-110.9747108817,,Pima,Arizona,United States,Macariini,124041
44554676,2020-04-20,375489,34.3229716667,-111.833805,,Yavapai,Arizona,United States,Lygaeoidea,466233
44554683,2020-04-20,375489,34.3229716667,-111.833805,,Yavapai,Arizona,United States,Reticulitermes,119933
44555094,2020-05-01,259275,32.379405,-110.96655333,,Pima,Arizona,United States,Coccinellini,333796
44556900,2020-05-01,938635,34.85395,-111.76165,,Coconino,Arizona,United States,Camponotus americanus,215970
44562163,2020-05-01,1219162,31.84747,-110.5812,,Pima,Arizona,United States,Malacosoma incurvum,203848
44562327,2020-05-01,1219162,31.84823333,-110.580375,,Pima,Arizona,United States,Tabanus punctifer,154812
44562637,2020-05-01,1219162,31.85309167,-110.5782,,Pima,Arizona,United States,Anthanassa texana,132339
44562658,2020-05-01,1219162,31.85704667,-110.57413667,,Pima,Arizona,United States,Abagrotis,155410
44562997,2020-05-01,1219162,31.85705333,-110.57440833,,Pima,Arizona,United States,Malacosoma incurvum,203848
44563322,2020-05-01,2056933,33.4185171454,-111.9277967234,,Maricopa,Arizona,United States,Oncopeltus sanguineolentus,319733
44565920,2020-05-01,1443415,33.5097463,-112.0398708997,,Maricopa,Arizona,United States,Heteroptera,61267
44566014,2020-05-01,1443415,33.5097595,-112.0398854,,Maricopa,Arizona,United States,Heteroptera,61267
44583414,2020-05-02,662916,33.3,-112.09,,Maricopa,Arizona,United States,Heteroptera,61267
44590245,2020-04-06,2892476,36.7815496884,-114.0035055578,,Mohave,Arizona,United States,Sternorrhyncha,334037
44590765,2020-05-02,2861254,32.24583333,-110.93353333,,Pima,Arizona,United States,Anthophora californica,308726
44596109,2020-04-27,1047605,31.603895435,-111.0460978668,,Santa Cruz,Arizona,United States,Lacinipolia triplehorni,954862
44596111,2020-04-26,1047605,31.603895435,-111.0460978668,,Santa Cruz,Arizona,United States,Euxoa inconcinna,477676
44597804,2020-05-02,2864557,33.6073888889,-112.3732777778,,Maricopa,Arizona,United States,Scantius aegyptius,209594
44600199,2020-05-02,2184338,33.5666441579,-112.0878360048,,Maricopa,Arizona,United States,Hippodamia convergens,48987
44600920,2020-05-02,2184338,33.5666441579,-112.0878360048,,Maricopa,Arizona,United States,Anthophila,630955
44603731,2020-05-01,1112392,32.3919285484,-110.990220781,,Pima,Arizona,United States,Stegasta bosqueella,324646
44607440,2020-05-02,662916,33.282767317,-111.8415814493,,Maricopa,Arizona,United States,Narnia femorata,326212
44608711,2020-04-30,2744856,34.9538915372,-111.3059622702,,Coconino,Arizona,United States,Eleodes obscura,790491
44608772,2020-05-02,1182495,33.4595273249,-112.0880759788,,Maricopa,Arizona,United States,Bombyliidae,51558
44609111,2020-05-02,1182495,33.459491157,-112.0881587082,,Maricopa,Arizona,United States,Brephidium exilis,53843
44609556,2020-05-02,293968,32.22382833,-110.76750833,,Pima,Arizona,United States,Idia,127462
44610703,2020-05-02,1182495,33.4596439172,-112.0895432309,,Maricopa,Arizona,United States,Cyclorrhapha,372853
44612335,2020-05-02,2807123,32.5917689391,-110.7623076484,,Pima,Arizona,United States,Chlosyne cyneas,216797
44613641,2020-05-02,278739,32.23002167,-110.91324667,,Pima,Arizona,United States,Ministrymon leda,225163
44614983,2020-05-02,285621,31.8760172138,-109.4692009595,,Cochise,Arizona,United States,Hippodamia convergens,48987
44616640,2020-05-01,616881,33.4914314167,-111.9232998611,,Maricopa,Arizona,United States,Trimerotropis pallidipennis,51493
44617148,2020-03-22,2871745,36.1427937295,-112.2804399678,,Coconino,Arizona,United States,Scarabaeidae,48201
44617301,2020-05-02,306074,33.87969016,-112.80832176,,Maricopa,Arizona,United States,Tegrodera aloga,69886
44619912,2020-05-02,1448667,34.5401858809,-112.4723268642,,Yavapai,Arizona,United States,Hippodamia convergens,48987
44628180,2020-05-02,489455,33.41909925,-111.9447131667,,Maricopa,Arizona,United States,Uresiphita reversalis,121716
44629056,2020-05-02,831224,34.41701333,-110.55268,,Navajo,Arizona,United States,Lepidoptera,47157
44630018,2020-05-02,2263273,32.21980333,-110.834075,,Pima,Arizona,United States,Nathalis iole,51773
44630748,2020-05-01,1047605,31.603895435,-111.0460978668,,Santa Cruz,Arizona,United States,Macaria deceptrix,947165
44630966,2020-05-02,2873093,32.2850828,-110.7360863,,Pima,Arizona,United States,Vanessa cardui,48548
44631707,2020-05-02,1766464,32.27332,-111.09346117,,Pima,Arizona,United States,Tegrodera aloga,69886
44632622,2020-05-02,2327641,32.374741,-111.0104599722,,Pima,Arizona,United States,Vanessa cardui,48548
44634952,2020-05-02,1128542,32.2920990711,-110.8721599262,,Pima,Arizona,United States,Schistocerca,52159
44637437,2020-05-01,322026,34.4926927132,-114.2888201773,,Mohave,Arizona,United States,Apinae,199939
44638467,2020-05-02,1495757,31.8357619722,-110.348815,,Cochise,Arizona,United States,Battus philenor,49972
44640006,2020-05-02,332438,32.3376345286,-110.6916953946,,Pima,Arizona,United States,Apodemia mejicanus,214018
44640840,2020-04-25,516413,34.8422081324,-114.6518013434,,Mohave,Arizona,United States,Orthoptera,47651
44643194,2020-05-02,432551,34.7210733333,-112.01000125,,Yavapai,Arizona,United States,Papilio polyxenes coloro,312667
44643305,2020-05-02,2109560,35.1344962343,-111.6124684364,,Coconino,Arizona,United States,Prionosoma podopioides,261448
44650034,2020-05-02,2724775,35.2624393484,-111.5739659563,,Coconino,Arizona,United States,Pogonomyrmex barbatus,194690
44650037,2020-05-02,2724775,35.2624393484,-111.5739659563,,Coconino,Arizona,United States,Erynnis funeralis,59188
