siteID,State,year,sitevisits
35648,DE,2020,7
37375,DE,2020,3
5758,FL,2020,4
5758,FL,2019,11
5758,FL,2018,5
9506,FL,2020,2
9506,FL,2018,7
16295,FL,2020,12
16295,FL,2019,8
16295,FL,2018,13
24181,FL,2019,7
24181,FL,2018,10
28095,FL,2019,8
28095,FL,2018,5
28527,FL,2018,1
28618,FL,2018,24
28763,FL,2019,16
28763,FL,2018,6
28773,FL,2019,3
28773,FL,2018,1
28840,FL,2019,1
28840,FL,2018,3
28883,FL,2020,4
28883,FL,2019,9
28883,FL,2018,23
28884,FL,2019,6
28884,FL,2018,14
28885,FL,2019,2
28941,FL,2018,6
30468,FL,2018,1
30473,FL,2018,1
30480,FL,2018,1
30665,FL,2019,1
30665,FL,2018,1
33174,FL,2019,1
33175,FL,2019,2
33194,FL,2019,3
33195,FL,2019,2
33196,FL,2019,4
33791,FL,2019,2
35870,FL,2019,13
35870,FL,2018,13
35900,FL,2019,7
35900,FL,2018,13
36503,FL,2020,1
36839,FL,2020,2
38122,FL,2020,1
38758,FL,2020,1
38837,FL,2020,2
10150,GA,2020,2
10150,GA,2018,3
11644,GA,2019,3
11644,GA,2018,3
16539,GA,2020,3
17048,GA,2019,5
17243,GA,2020,1
17468,GA,2018,10
19902,GA,2019,6
19902,GA,2018,1
20295,GA,2019,1
20295,GA,2018,1
20364,GA,2019,2
20364,GA,2018,3
25524,GA,2019,2
26144,GA,2019,2
29351,GA,2018,10
30343,GA,2019,2
30343,GA,2018,4
30552,GA,2018,3
33495,GA,2020,1
33495,GA,2019,3
33803,GA,2019,1
35716,GA,2020,92
35878,GA,2019,12
35878,GA,2018,13
36535,GA,2020,1
38499,GA,2020,1
35874,GuÃ¡nica,2019,13
35874,GuÃ¡nica,2018,13
37996,HE,2020,1
22303,HI,2019,2
29685,HI,2018,1
33597,HI,2019,1
33679,HI,2019,1
35901,HI,2019,13
754,IA,2018,2
22979,IA,2020,10
22979,IA,2019,12
22979,IA,2018,13
22981,IA,2020,9
22981,IA,2019,12
22981,IA,2018,13
25661,IA,2020,4
25661,IA,2019,8
25661,IA,2018,1
28887,IA,2020,17
29974,IA,2018,1
29989,IA,2018,1
30132,IA,2018,1
30272,IA,2018,1
31266,IA,2019,2
33012,IA,2020,11
33012,IA,2019,9
33271,IA,2019,1
33886,IA,2019,1
33942,IA,2019,1
33987,IA,2019,2
33988,IA,2019,1
34201,IA,2019,1
38076,IA,2020,5
5160,ID,2018,4
22329,ID,2018,1
26059,ID,2018,5
26090,ID,2018,10
26091,ID,2018,10
26092,ID,2018,10
26093,ID,2018,10
26094,ID,2018,9
26095,ID,2018,9
26096,ID,2018,14
26097,ID,2018,14
26098,ID,2018,9
26099,ID,2018,7
30613,ID,2018,1
33015,ID,2019,1
33279,ID,2019,32
36826,ID,2020,5
38491,ID,2020,1
73,IL,2019,2
347,IL,2018,5
1191,IL,2019,2
1191,IL,2018,1
1419,IL,2020,8
1419,IL,2019,7
1419,IL,2018,9
9719,IL,2018,3
11739,IL,2020,2
11739,IL,2019,5
11739,IL,2018,4
22259,IL,2020,8
22259,IL,2019,9
22259,IL,2018,18
23558,IL,2020,7
23558,IL,2019,9
23713,IL,2019,1
25182,IL,2020,8
25182,IL,2019,16
25182,IL,2018,23
25183,IL,2019,14
25183,IL,2018,21
25188,IL,2019,3
25188,IL,2018,11
25193,IL,2019,13
25193,IL,2018,16
25194,IL,2018,6
25196,IL,2018,6
25426,IL,2018,2
25427,IL,2018,9
25428,IL,2019,7
25428,IL,2018,16
25430,IL,2018,34
25431,IL,2019,1
25431,IL,2018,18
25432,IL,2018,14
25433,IL,2018,23
25434,IL,2020,11
25434,IL,2019,10
25434,IL,2018,18
25488,IL,2020,4
25865,IL,2018,1
26202,IL,2020,7
26202,IL,2019,38
26202,IL,2018,51
26363,IL,2020,10
26363,IL,2018,8
26765,IL,2019,7
26765,IL,2018,5
26941,IL,2018,3
27683,IL,2020,2
27683,IL,2019,21
27683,IL,2018,37
28500,IL,2018,1
28705,IL,2018,6
28777,IL,2018,4
28779,IL,2018,7
28780,IL,2018,2
28781,IL,2018,7
28817,IL,2018,15
28820,IL,2018,4
28822,IL,2018,10
28942,IL,2018,2
29237,IL,2018,9
29266,IL,2018,7
29278,IL,2018,10
29294,IL,2018,10
29330,IL,2018,10
29621,IL,2018,6
29670,IL,2018,1
29690,IL,2018,5
29734,IL,2018,10
29747,IL,2018,11
29802,IL,2018,4
29807,IL,2018,8
29834,IL,2018,7
29843,IL,2018,10
29998,IL,2018,1
30030,IL,2018,2
30057,IL,2018,7
30066,IL,2018,4
30099,IL,2018,7
30110,IL,2018,7
30111,IL,2018,9
30117,IL,2018,4
30137,IL,2018,3
30144,IL,2018,7
30146,IL,2018,7
30166,IL,2018,7
30174,IL,2018,7
30175,IL,2018,7
30179,IL,2018,7
30180,IL,2018,7
30183,IL,2018,7
30194,IL,2018,7
30200,IL,2018,7
30204,IL,2018,4
30210,IL,2018,1
30224,IL,2018,1
30239,IL,2018,4
30246,IL,2018,6
30247,IL,2018,7
30248,IL,2018,7
30249,IL,2018,7
30251,IL,2018,4
30252,IL,2018,8
30255,IL,2018,15
30257,IL,2018,6
30261,IL,2018,3
30328,IL,2018,5
30366,IL,2018,1
30369,IL,2018,1
30370,IL,2018,1
30394,IL,2018,1
30428,IL,2018,3
30443,IL,2018,3
30449,IL,2018,3
30453,IL,2018,3
30469,IL,2018,3
30479,IL,2018,4
30487,IL,2018,2
30597,IL,2020,1
30714,IL,2018,5
30768,IL,2018,7
30883,IL,2018,8
30970,IL,2020,16
30970,IL,2019,9
31825,IL,2020,6
31825,IL,2019,6
33062,IL,2019,7
33649,IL,2019,2
33650,IL,2019,1
33653,IL,2019,4
33657,IL,2019,2
33659,IL,2019,8
33742,IL,2019,1
33743,IL,2019,1
33800,IL,2019,1
33833,IL,2019,1
34064,IL,2019,1
34156,IL,2019,2
34198,IL,2019,1
34232,IL,2019,1
34248,IL,2019,2
36040,IL,2020,3
36056,IL,2020,3
36849,IL,2020,1
36922,IL,2020,1
37392,IL,2020,1
37515,IL,2020,23
37550,IL,2020,10
37735,IL,2020,4
37828,IL,2020,3
37845,IL,2020,9
37922,IL,2020,14
38001,IL,2020,5
38084,IL,2020,7
38131,IL,2020,1
38135,IL,2020,4
38186,IL,2020,1
38188,IL,2020,8
38189,IL,2020,5
38311,IL,2020,3
38327,IL,2020,4
38394,IL,2020,2
38409,IL,2020,1
38414,IL,2020,1
38516,IL,2020,3
38591,IL,2020,1
38596,IL,2020,1
38618,IL,2020,4
38620,IL,2020,5
38625,IL,2020,3
38629,IL,2020,3
38636,IL,2020,3
38639,IL,2020,3
38649,IL,2020,3
38649,IL,2019,47
38651,IL,2020,1
38652,IL,2020,5
38663,IL,2020,5
38669,IL,2020,9
38677,IL,2020,1
38685,IL,2020,4
38702,IL,2020,1
38705,IL,2020,1
38706,IL,2020,1
38710,IL,2020,1
38718,IL,2020,2
38726,IL,2020,11
38740,IL,2020,4
38741,IL,2020,3
38766,IL,2020,3
38802,IL,2020,1
38928,IL,2020,3
10542,IN,2019,1
10542,IN,2018,4
10779,IN,2020,2
21812,IN,2020,23
23309,IN,2020,8
25972,IN,2019,5
25972,IN,2018,3
25992,IN,2020,15
25992,IN,2019,11
25992,IN,2018,26
26797,IN,2020,1
27138,IN,2018,7
28633,IN,2018,12
28732,IN,2018,7
28733,IN,2018,1
28774,IN,2018,6
28775,IN,2018,11
28776,IN,2018,2
28940,IN,2018,3
28962,IN,2018,1
28964,IN,2018,1
29014,IN,2018,8
29023,IN,2018,1
29027,IN,2018,2
29136,IN,2018,6
29137,IN,2018,3
29138,IN,2018,1
29151,IN,2020,1
29151,IN,2018,23
29152,IN,2018,12
29153,IN,2018,3
29207,IN,2018,1
29525,IN,2018,1
29565,IN,2018,2
29566,IN,2018,2
29569,IN,2018,1
29576,IN,2018,4
29686,IN,2018,6
29851,IN,2018,3
29951,IN,2018,7
30435,IN,2018,2
30466,IN,2020,9
30466,IN,2019,8
30466,IN,2018,11
31512,IN,2020,3
31512,IN,2019,13
31699,IN,2020,8
31699,IN,2019,10
32360,IN,2020,11
32360,IN,2019,14
32388,IN,2020,14
32388,IN,2019,11
32443,IN,2020,25
32443,IN,2019,16
32465,IN,2019,3
32607,IN,2020,9
32607,IN,2019,9
32607,IN,2018,23
32872,IN,2019,7
32877,IN,2020,13
32877,IN,2019,13
32892,IN,2019,2
32898,IN,2019,4
33126,IN,2019,1
33388,IN,2019,3
33482,IN,2019,13
33965,IN,2019,1
34665,IN,2020,15
35126,IN,2020,8
35162,IN,2020,6
35274,IN,2020,6
36425,IN,2020,2
36532,IN,2020,7
37694,IN,2020,19
37775,IN,2020,16
37779,IN,2020,18
38182,IN,2020,1
38196,IN,2020,6
38315,IN,2020,2
38501,IN,2020,12
38506,IN,2020,14
38508,IN,2020,12
38570,IN,2020,4
38613,IN,2020,3
38653,IN,2020,4
38727,IN,2020,2
38803,IN,2020,8
38962,IN,2020,1
38963,IN,2020,3
38977,IN,2020,2
38999,IN,2020,2
39018,IN,2020,1
39021,IN,2020,1
33317,Jiangsu,2019,2
101,KS,2020,6
101,KS,2019,5
101,KS,2018,9
11154,KS,2019,1
11155,KS,2020,1
11155,KS,2018,5
16815,KS,2019,3
18552,KS,2020,5
20080,KS,2020,2
20080,KS,2019,4
20080,KS,2018,7
25928,KS,2018,1
25930,KS,2018,7
25933,KS,2018,7
26248,KS,2018,1
26526,KS,2018,4
26627,KS,2018,6
26642,KS,2018,6
28606,KS,2018,1
29446,KS,2018,1
29743,KS,2018,1
29764,KS,2018,1
30121,KS,2018,2
30215,KS,2018,1
30219,KS,2018,1
30230,KS,2020,16
30230,KS,2019,21
30230,KS,2018,4
30254,KS,2018,2
30668,KS,2018,1
31120,KS,2019,8
31489,KS,2019,1
33054,KS,2019,17
33178,KS,2019,1
33229,KS,2019,2
33375,KS,2019,2
33416,KS,2019,1
33457,KS,2019,6
33491,KS,2019,4
34070,KS,2019,1
34211,KS,2019,1
35882,KS,2019,19
35882,KS,2018,15
35883,KS,2019,19
35883,KS,2018,15
35922,KS,2019,18
35922,KS,2018,20
35923,KS,2019,18
35923,KS,2018,20
36928,KS,2020,1
37692,KS,2020,5
37768,KS,2020,2
37785,KS,2020,4
37799,KS,2020,2
37803,KS,2020,4
37932,KS,2020,4
1579,KY,2020,8
1579,KY,2019,10
1579,KY,2018,8
1580,KY,2020,8
1580,KY,2019,10
1580,KY,2018,8
5334,KY,2018,1
16682,KY,2020,11
16682,KY,2018,1
18867,KY,2018,17
19691,KY,2019,1
22589,KY,2020,2
22589,KY,2019,2
24563,KY,2018,1
25297,KY,2018,6
26287,KY,2018,1
27950,KY,2018,1
29032,KY,2018,1
29051,KY,2018,1
29057,KY,2018,1
29099,KY,2018,1
29123,KY,2018,1
29134,KY,2018,1
29145,KY,2018,1
29876,KY,2018,1
29987,KY,2018,1
30005,KY,2018,1
30065,KY,2018,1
30515,KY,2018,1
30587,KY,2018,1
33717,KY,2019,1
36473,KY,2020,22
36676,KY,2020,19
36680,KY,2020,3
36681,KY,2020,4
36686,KY,2020,6
36690,KY,2020,8
36693,KY,2020,10
36695,KY,2020,17
36699,KY,2020,10
36763,KY,2020,13
36777,KY,2020,5
37316,KY,2020,2
37624,KY,2020,10
37822,KY,2020,1
38597,KY,2020,1
38794,KY,2020,4
38800,KY,2020,7
22316,LA,2020,1
22467,LA,2019,3
25151,LA,2020,10
25151,LA,2019,13
25151,LA,2018,8
25168,LA,2020,10
25168,LA,2019,18
25168,LA,2018,3
25506,LA,2020,10
25506,LA,2019,13
25506,LA,2018,4
25901,LA,2020,3
25901,LA,2019,13
25901,LA,2018,11
27474,LA,2020,6
27474,LA,2019,6
27474,LA,2018,10
27475,LA,2020,4
27475,LA,2019,4
27475,LA,2018,7
27476,LA,2020,6
27476,LA,2019,7
27476,LA,2018,9
27477,LA,2020,3
27477,LA,2019,8
27477,LA,2018,16
28969,LA,2020,1
28969,LA,2018,4
28988,LA,2018,2
29593,LA,2018,1
30383,LA,2018,1
30648,LA,2020,11
30648,LA,2019,13
30648,LA,2018,1
32655,LA,2020,12
32655,LA,2019,12
32944,LA,2019,3
33401,LA,2020,21
34307,LA,2019,2
37410,LA,2020,9
37513,LA,2020,1
37514,LA,2020,2
37521,LA,2020,11
37522,LA,2020,1
37524,LA,2020,1
38557,LA,2020,4
38799,LA,2020,1
35884,Lajas,2019,13
35884,Lajas,2018,13
1327,MA,2020,13
1327,MA,2019,13
1327,MA,2018,12
2222,MA,2020,13
2222,MA,2019,15
2222,MA,2018,13
2461,MA,2019,10
2461,MA,2018,6
5260,MA,2020,33
5260,MA,2019,32
5260,MA,2018,26
5261,MA,2020,27
5261,MA,2019,15
5261,MA,2018,12
5262,MA,2020,22
5262,MA,2019,13
5262,MA,2018,13
6481,MA,2020,43
6481,MA,2019,28
6481,MA,2018,21
6581,MA,2020,11
6581,MA,2019,7
8593,MA,2020,1
8593,MA,2019,1
8593,MA,2018,1
8923,MA,2020,2
8923,MA,2019,1
8923,MA,2018,25
16433,MA,2018,1
18483,MA,2018,3
18940,MA,2019,1
18942,MA,2019,1
18942,MA,2018,13
18943,MA,2019,22
18943,MA,2018,14
18944,MA,2019,26
19650,MA,2020,9
19650,MA,2019,8
19650,MA,2018,11
19651,MA,2020,8
19651,MA,2019,8
19651,MA,2018,10
19652,MA,2020,7
19652,MA,2019,8
19652,MA,2018,10
19653,MA,2020,7
19653,MA,2019,8
19653,MA,2018,10
19654,MA,2020,6
19654,MA,2019,8
19654,MA,2018,11
20120,MA,2020,1
20120,MA,2019,53
20120,MA,2018,27
20206,MA,2020,52
20206,MA,2019,54
20206,MA,2018,50
20223,MA,2020,49
20223,MA,2019,29
20223,MA,2018,55
20229,MA,2020,41
20229,MA,2019,34
20229,MA,2018,49
20238,MA,2020,33
20238,MA,2019,29
20238,MA,2018,31
20240,MA,2020,56
20240,MA,2019,45
20240,MA,2018,45
20343,MA,2020,13
20343,MA,2019,33
20343,MA,2018,42
20638,MA,2020,13
20638,MA,2019,6
20638,MA,2018,5
20639,MA,2018,1
20641,MA,2020,25
20641,MA,2019,11
20641,MA,2018,16
20905,MA,2020,8
20905,MA,2019,8
20905,MA,2018,10
20906,MA,2020,7
20906,MA,2019,8
20906,MA,2018,10
20907,MA,2020,7
20907,MA,2019,8
20907,MA,2018,10
20963,MA,2020,1
21168,MA,2020,2
21168,MA,2019,1
21168,MA,2018,4
21169,MA,2020,12
21169,MA,2019,10
21169,MA,2018,6
21173,MA,2020,2
21173,MA,2018,1
21276,MA,2020,43
21276,MA,2019,60
21276,MA,2018,34
21407,MA,2019,1
21407,MA,2018,3
22557,MA,2018,2
22560,MA,2019,5
22560,MA,2018,2
22561,MA,2019,1
22561,MA,2018,6
22580,MA,2020,11
22580,MA,2019,16
22580,MA,2018,2
22584,MA,2020,56
22584,MA,2019,41
22584,MA,2018,79
22721,MA,2020,8
22721,MA,2018,3
22955,MA,2018,8
25025,MA,2020,3
25025,MA,2019,2
25025,MA,2018,1
25424,MA,2020,30
25424,MA,2019,2
25424,MA,2018,15
25915,MA,2020,3
25915,MA,2019,8
25915,MA,2018,9
26219,MA,2019,1
26219,MA,2018,3
27688,MA,2019,9
27688,MA,2018,9
28517,MA,2018,4
28853,MA,2020,28
28853,MA,2019,63
28853,MA,2018,63
28854,MA,2020,1
28854,MA,2019,9
28854,MA,2018,61
29319,MA,2018,11
29438,MA,2018,3
29445,MA,2018,1
29919,MA,2018,1
30073,MA,2018,3
30222,MA,2018,1
30701,MA,2020,64
30701,MA,2019,51
30725,MA,2020,16
30725,MA,2019,10
30835,MA,2020,14
30835,MA,2019,9
30978,MA,2019,3
30979,MA,2020,14
30979,MA,2019,9
31139,MA,2020,13
31139,MA,2019,10
31287,MA,2020,3
31289,MA,2020,13
31289,MA,2019,11
31649,MA,2019,3
31746,MA,2019,5
31747,MA,2019,6
31748,MA,2019,4
31767,MA,2019,4
31789,MA,2019,1
31790,MA,2019,3
31792,MA,2019,1
31793,MA,2019,1
31794,MA,2019,5
31795,MA,2019,5
31922,MA,2019,5
32416,MA,2020,11
32416,MA,2019,3
32417,MA,2020,13
32417,MA,2019,4
32813,MA,2020,2
32813,MA,2019,14
32907,MA,2020,2
32907,MA,2019,12
33066,MA,2019,1
33462,MA,2019,4
33574,MA,2019,1
33622,MA,2020,52
33622,MA,2019,42
33718,MA,2020,2
33718,MA,2019,1
33808,MA,2019,1
33914,MA,2019,2
33935,MA,2019,4
34002,MA,2019,1
34010,MA,2019,1
34013,MA,2020,6
34013,MA,2019,1
34026,MA,2019,1
34076,MA,2019,1
34851,MA,2020,7
35134,MA,2020,13
35721,MA,2020,5
35722,MA,2020,5
35875,MA,2019,17
35875,MA,2018,16
35876,MA,2019,17
36262,MA,2020,54
36339,MA,2020,1
36374,MA,2020,1
36417,MA,2020,4
37533,MA,2020,1
37571,MA,2020,2
37587,MA,2020,26
37762,MA,2020,1
37843,MA,2020,1
37952,MA,2020,3
37986,MA,2020,8
38000,MA,2020,11
38033,MA,2020,10
38063,MA,2020,44
38068,MA,2020,13
38147,MA,2020,9
38156,MA,2020,8
38162,MA,2020,3
38310,MA,2020,9
38323,MA,2020,1
38755,MA,2020,2
38956,MA,2020,17
38986,MA,2020,1
39008,MA,2020,2
39009,MA,2020,2
39013,MA,2020,1
39014,MA,2020,2
39024,MA,2020,2
39049,MA,2020,1
39061,MA,2020,2
39076,MA,2020,1
39114,MA,2020,1
418,MD,2020,11
418,MD,2019,24
418,MD,2018,34
1185,MD,2019,1
1255,MD,2020,14
1255,MD,2019,8
1255,MD,2018,13
8446,MD,2020,3
8446,MD,2019,2
9067,MD,2018,9
9986,MD,2019,1
9988,MD,2020,3
9988,MD,2019,11
9988,MD,2018,5
17798,MD,2018,2
19619,MD,2018,1
20095,MD,2020,1
20095,MD,2019,36
20095,MD,2018,15
20474,MD,2019,10
20474,MD,2018,14
20988,MD,2019,3
20988,MD,2018,9
20992,MD,2019,3
20992,MD,2018,8
21029,MD,2018,2
21218,MD,2018,1
22592,MD,2019,2
22688,MD,2019,3
22688,MD,2018,7
22859,MD,2019,5
22859,MD,2018,8
22862,MD,2019,5
22862,MD,2018,7
23016,MD,2020,2
23016,MD,2019,23
23016,MD,2018,3
24570,MD,2018,2
25316,MD,2019,4
25316,MD,2018,4
25536,MD,2018,2
25965,MD,2019,6
28643,MD,2018,8
28650,MD,2018,8
28751,MD,2018,7
28752,MD,2018,18
28786,MD,2018,7
28788,MD,2018,18
28790,MD,2018,15
28791,MD,2018,9
28793,MD,2018,25
28794,MD,2018,21
28796,MD,2018,17
28797,MD,2018,16
28915,MD,2018,22
28916,MD,2018,7
28917,MD,2018,7
28918,MD,2018,15
28919,MD,2018,7
28920,MD,2018,5
28921,MD,2018,5
28923,MD,2018,12
28924,MD,2018,31
28928,MD,2018,14
28932,MD,2018,8
28933,MD,2018,16
28934,MD,2018,18
28935,MD,2018,8
28950,MD,2018,8
28954,MD,2018,4
28984,MD,2018,7
29012,MD,2019,6
29012,MD,2018,5
29229,MD,2018,9
29398,MD,2020,5
29398,MD,2019,11
29402,MD,2019,7
29402,MD,2018,13
29918,MD,2018,1
30053,MD,2019,6
30053,MD,2018,5
30054,MD,2019,6
30054,MD,2018,5
30072,MD,2018,3
30080,MD,2019,6
30080,MD,2018,5
30081,MD,2019,6
30081,MD,2018,7
30082,MD,2018,1
30083,MD,2019,6
30083,MD,2018,7
30084,MD,2019,6
30084,MD,2018,7
30085,MD,2019,6
30085,MD,2018,7
30617,MD,2018,3
30623,MD,2018,1
32985,MD,2020,10
32985,MD,2019,12
33103,MD,2020,1
33103,MD,2019,1
33506,MD,2019,11
34085,MD,2019,1
34834,MD,2020,10
35906,MD,2019,20
35906,MD,2018,19
35907,MD,2019,20
36119,MD,2020,5
36436,MD,2020,6
36439,MD,2020,4
36540,MD,2020,16
36806,MD,2020,1
37094,MD,2020,5
37381,MD,2020,1
37394,MD,2020,1
37613,MD,2020,1
37638,MD,2020,1
37649,MD,2020,6
37675,MD,2020,12
37754,MD,2020,13
37754,MD,2019,1
37961,MD,2020,3
37970,MD,2020,15
37980,MD,2020,5
38047,MD,2020,1
38383,MD,2020,1
38440,MD,2020,1
38488,MD,2020,1
38489,MD,2020,2
2,ME,2020,24
2,ME,2019,18
2,ME,2018,16
5523,ME,2020,17
5523,ME,2019,29
5523,ME,2018,23
5536,ME,2018,1
5566,ME,2020,5
5572,ME,2020,7
5582,ME,2020,10
5582,ME,2019,7
5582,ME,2018,8
5583,ME,2020,10
5583,ME,2019,7
5583,ME,2018,8
5614,ME,2020,7
5663,ME,2018,6
5674,ME,2020,14
5674,ME,2019,13
5674,ME,2018,15
6242,ME,2020,1
6242,ME,2019,7
6242,ME,2018,10
6504,ME,2018,5
8538,ME,2018,1
8715,ME,2020,5
8715,ME,2019,6
8715,ME,2018,6
9993,ME,2020,1
9993,ME,2019,3
9993,ME,2018,5
10241,ME,2020,3
10241,ME,2019,7
10241,ME,2018,5
10462,ME,2018,1
10934,ME,2020,13
10934,ME,2019,10
10934,ME,2018,6
11032,ME,2019,1
11032,ME,2018,1
11308,ME,2020,4
11308,ME,2019,1
11308,ME,2018,3
17567,ME,2018,1
17590,ME,2019,1
17721,ME,2018,1
17794,ME,2020,3
17794,ME,2019,1
17794,ME,2018,4
18347,ME,2018,5
18654,ME,2018,1
20371,ME,2018,1
20787,ME,2020,13
20787,ME,2019,10
20787,ME,2018,6
20788,ME,2020,13
20788,ME,2019,10
20788,ME,2018,6
20789,ME,2020,14
20789,ME,2019,12
20789,ME,2018,6
20962,ME,2020,1
20962,ME,2018,1
21246,ME,2018,1
21247,ME,2018,5
21729,ME,2020,4
21729,ME,2019,5
21729,ME,2018,6
21748,ME,2018,1
22994,ME,2018,3
23490,ME,2019,2
23677,ME,2018,2
23690,ME,2019,2
23690,ME,2018,1
24146,ME,2019,1
24146,ME,2018,5
24260,ME,2018,5
24271,ME,2020,4
24271,ME,2019,11
24271,ME,2018,7
24275,ME,2020,4
24275,ME,2019,10
24275,ME,2018,8
24276,ME,2020,1
24276,ME,2019,5
24276,ME,2018,6
26066,ME,2019,7
26172,ME,2019,1
26369,ME,2018,1
26370,ME,2018,1
26608,ME,2020,14
26608,ME,2019,24
26608,ME,2018,23
26648,ME,2020,14
26717,ME,2018,1
26826,ME,2019,6
26826,ME,2018,4
27007,ME,2018,1
27026,ME,2020,9
27026,ME,2019,4
27026,ME,2018,8
27043,ME,2020,9
27043,ME,2019,8
27043,ME,2018,7
27221,ME,2020,4
27221,ME,2019,5
27222,ME,2020,2
27222,ME,2019,1
27385,ME,2018,17
27431,ME,2020,2
27431,ME,2019,4
27431,ME,2018,7
27432,ME,2019,3
27433,ME,2019,1
27433,ME,2018,2
29585,ME,2019,4
29585,ME,2018,8
29599,ME,2018,32
29667,ME,2019,7
29667,ME,2018,6
29875,ME,2018,1
29878,ME,2018,2
29882,ME,2018,9
29981,ME,2018,1
29982,ME,2018,6
29996,ME,2020,3
29996,ME,2019,3
29996,ME,2018,3
30001,ME,2020,6
30001,ME,2019,13
30001,ME,2018,24
30002,ME,2020,7
30002,ME,2019,13
30002,ME,2018,24
30003,ME,2020,7
30003,ME,2019,14
30003,ME,2018,24
30007,ME,2018,3
30009,ME,2018,26
30010,ME,2020,4
30010,ME,2019,3
30010,ME,2018,2
30115,ME,2018,2
30296,ME,2018,1
30298,ME,2018,1
30329,ME,2018,4
30330,ME,2018,4
30447,ME,2018,4
30450,ME,2018,4
30503,ME,2018,4
30504,ME,2018,4
30505,ME,2018,4
30506,ME,2018,4
30548,ME,2019,5
30548,ME,2018,5
30549,ME,2019,1
30549,ME,2018,5
30639,ME,2018,2
30640,ME,2018,1
30858,ME,2018,1
30859,ME,2018,1
30860,ME,2018,1
30861,ME,2018,1
30862,ME,2018,1
30863,ME,2018,1
30864,ME,2018,1
30865,ME,2018,1
30899,ME,2018,1
30938,ME,2019,5
30939,ME,2019,6
30960,ME,2020,8
30960,ME,2019,3
30993,ME,2019,2
31164,ME,2019,1
32185,ME,2020,22
32185,ME,2019,8
32186,ME,2020,13
32186,ME,2019,10
32187,ME,2020,20
32187,ME,2019,16
32220,ME,2019,1
32986,ME,2019,1
33116,ME,2019,2
33129,ME,2020,1
33129,ME,2019,4
33333,ME,2019,9
33334,ME,2019,9
33395,ME,2019,8
33458,ME,2019,5
33468,ME,2019,2
33474,ME,2019,3
33475,ME,2020,13
33475,ME,2019,20
33476,ME,2020,11
33476,ME,2019,16
33480,ME,2019,2
33494,ME,2020,17
33494,ME,2019,16
33497,ME,2019,1
33509,ME,2019,1
33510,ME,2019,7
33511,ME,2020,6
33511,ME,2019,9
33512,ME,2019,9
33514,ME,2019,9
33515,ME,2020,3
33515,ME,2019,2
33540,ME,2019,3
33543,ME,2019,1
33561,ME,2019,2
33569,ME,2020,29
33569,ME,2019,12
33695,ME,2020,1
33757,ME,2019,5
33758,ME,2019,1
33830,ME,2019,2
33867,ME,2020,14
33867,ME,2019,6
33896,ME,2019,5
33900,ME,2019,2
34039,ME,2020,8
34675,ME,2020,4
36294,ME,2020,6
37562,ME,2020,3
37614,ME,2020,1
37650,ME,2020,3
37695,ME,2020,14
37842,ME,2020,7
37842,ME,2019,2
38042,ME,2020,2
38081,ME,2020,4
38082,ME,2020,1
38118,ME,2020,7
38123,ME,2020,5
38134,ME,2020,4
38158,ME,2020,5
38305,ME,2020,1
38337,ME,2020,2
38457,ME,2020,8
38548,ME,2020,6
38560,ME,2020,1
38562,ME,2020,1
38614,ME,2020,3
38658,ME,2020,1
38681,ME,2020,4
38686,ME,2020,18
38687,ME,2020,13
38688,ME,2020,18
38689,ME,2020,9
38734,ME,2020,1
38841,ME,2020,3
38940,ME,2020,3
113,MI,2020,27
113,MI,2019,32
113,MI,2018,32
119,MI,2020,7
119,MI,2019,10
119,MI,2018,5
126,MI,2019,32
126,MI,2018,30
437,MI,2019,1
443,MI,2020,9
443,MI,2019,13
443,MI,2018,9
1447,MI,2020,3
1447,MI,2018,7
1461,MI,2020,12
1461,MI,2019,13
1461,MI,2018,13
5328,MI,2018,7
6579,MI,2019,2
6579,MI,2018,4
8440,MI,2020,12
8440,MI,2019,13
8440,MI,2018,13
10145,MI,2020,87
10145,MI,2019,72
10145,MI,2018,78
17555,MI,2018,4
22734,MI,2019,12
22734,MI,2018,10
22735,MI,2019,4
22735,MI,2018,1
22864,MI,2019,67
22864,MI,2018,77
24961,MI,2019,1
24961,MI,2018,7
25460,MI,2019,50
25460,MI,2018,64
25565,MI,2019,10
25565,MI,2018,10
28430,MI,2019,1
28430,MI,2018,3
28614,MI,2019,22
28614,MI,2018,25
28615,MI,2020,7
28615,MI,2019,36
28615,MI,2018,29
29388,MI,2020,7
29388,MI,2019,24
29388,MI,2018,16
29400,MI,2020,1
29400,MI,2019,18
29400,MI,2018,17
29572,MI,2019,6
29572,MI,2018,26
29718,MI,2018,1
29719,MI,2018,6
29844,MI,2018,1
30051,MI,2020,2
30051,MI,2019,5
30051,MI,2018,3
30126,MI,2018,2
30135,MI,2018,1
30150,MI,2018,1
30304,MI,2018,1
30325,MI,2018,1
30427,MI,2018,1
30519,MI,2018,1
30742,MI,2018,3
30956,MI,2019,2
33038,MI,2019,15
33041,MI,2019,26
33113,MI,2019,6
33760,MI,2019,2
33874,MI,2019,11
33937,MI,2019,1
33962,MI,2019,6
33966,MI,2019,2
35924,MI,2019,20
35924,MI,2018,15
35925,MI,2019,20
36891,MI,2020,2
36936,MI,2020,3
36961,MI,2020,2
37203,MI,2020,1
37323,MI,2020,5
37324,MI,2020,3
37325,MI,2020,4
37327,MI,2020,1
37328,MI,2020,1
